source,target,partial_correlation,edge_type,group
cognitive_inconsistency,competence_need_satisfaction,0.01851626369076444,concept_to_mechanism,All
cognitive_inconsistency,competence_need_frustration,-0.04102478009578694,concept_to_mechanism,All
cognitive_inconsistency,relatedness_need_satisfaction,-0.03333665105560363,concept_to_mechanism,All
cognitive_inconsistency,relatedness_need_frustration,0.018280497182820328,concept_to_mechanism,All
cognitive_inconsistency,cognitive_discomfort,0.0012488441786568866,concept_to_mechanism,All
cognitive_inconsistency,moral_disengagement,0.0011185238204131165,concept_to_mechanism,All
cognitive_inconsistency,perceived_descriptive_norms,0.014969475634842504,concept_to_mechanism,All
cognitive_inconsistency,perceived_injunctive_norms,0.009513123587948138,concept_to_mechanism,All
cognitive_inconsistency,perceived_group_identification,-0.0186837009487171,concept_to_mechanism,All
cognitive_inconsistency,perceived_social_sanctions,-0.007969452065336387,concept_to_mechanism,All
cognitive_inconsistency,perceived_performance_accomplishments,0.033338419962030026,concept_to_mechanism,All
cognitive_inconsistency,perceived_vicarious_experience,0.014946255898692841,concept_to_mechanism,All
cognitive_inconsistency,perceived_verbal_persuasion,0.028858509609910914,concept_to_mechanism,All
cognitive_inconsistency,perceived_emotional_arousal,0.02736809267972779,concept_to_mechanism,All
cognitive_inconsistency,perceived_honesty,0.05312902316121532,concept_to_mechanism,All
cognitive_inconsistency,perceived_performance_effect,0.0026459909750771752,concept_to_mechanism,All
cognitive_inconsistency,perceived_experience_effect,-0.06116043067994822,concept_to_mechanism,All
cognitive_inconsistency,perceived_ability,0.02425139235851698,concept_to_mechanism,All
dissonance_arousal,autonomy_need_satisfaction,0.026132642106790324,concept_to_mechanism,All
dissonance_arousal,autonomy_need_frustration,-0.019634638502409384,concept_to_mechanism,All
dissonance_arousal,competence_need_satisfaction,0.03739098959303327,concept_to_mechanism,All
dissonance_arousal,competence_need_frustration,-0.06727954714432276,concept_to_mechanism,All
dissonance_arousal,relatedness_need_satisfaction,-0.0028792668534954736,concept_to_mechanism,All
dissonance_arousal,relatedness_need_frustration,0.009969525366847946,concept_to_mechanism,All
dissonance_arousal,cognitive_discomfort,0.010553726864320724,concept_to_mechanism,All
dissonance_arousal,moral_disengagement,-0.024376818874181104,concept_to_mechanism,All
dissonance_arousal,perceived_descriptive_norms,0.006840208036433133,concept_to_mechanism,All
dissonance_arousal,perceived_injunctive_norms,0.008034482545662466,concept_to_mechanism,All
dissonance_arousal,perceived_group_identification,-0.01597837879722755,concept_to_mechanism,All
dissonance_arousal,perceived_social_sanctions,-0.03441979193338567,concept_to_mechanism,All
dissonance_arousal,perceived_performance_accomplishments,0.03957622473331578,concept_to_mechanism,All
dissonance_arousal,perceived_vicarious_experience,-0.000155490896936351,concept_to_mechanism,All
dissonance_arousal,perceived_verbal_persuasion,0.023694441151582826,concept_to_mechanism,All
dissonance_arousal,perceived_emotional_arousal,0.027637951860308093,concept_to_mechanism,All
dissonance_arousal,perceived_honesty,0.0746320229978186,concept_to_mechanism,All
dissonance_arousal,perceived_performance_effect,0.015831686043578503,concept_to_mechanism,All
dissonance_arousal,perceived_experience_effect,-0.006994620577604978,concept_to_mechanism,All
dissonance_arousal,perceived_ability,0.0253241954549206,concept_to_mechanism,All
dissonance_reduction,autonomy_need_satisfaction,0.02482972570624793,concept_to_mechanism,All
dissonance_reduction,autonomy_need_frustration,-0.014565109876786617,concept_to_mechanism,All
dissonance_reduction,competence_need_satisfaction,0.0056219791447163405,concept_to_mechanism,All
dissonance_reduction,competence_need_frustration,-0.052270668101138874,concept_to_mechanism,All
dissonance_reduction,relatedness_need_satisfaction,-0.019236265178845777,concept_to_mechanism,All
dissonance_reduction,relatedness_need_frustration,-0.003868174169107751,concept_to_mechanism,All
dissonance_reduction,cognitive_discomfort,-0.007703810099082123,concept_to_mechanism,All
dissonance_reduction,moral_disengagement,0.007950125145992795,concept_to_mechanism,All
dissonance_reduction,perceived_descriptive_norms,0.00657624065397602,concept_to_mechanism,All
dissonance_reduction,perceived_injunctive_norms,-0.017964277842002923,concept_to_mechanism,All
dissonance_reduction,perceived_group_identification,-0.027696249540121724,concept_to_mechanism,All
dissonance_reduction,perceived_social_sanctions,-0.0021859102248294065,concept_to_mechanism,All
dissonance_reduction,perceived_performance_accomplishments,0.0021728735298426807,concept_to_mechanism,All
dissonance_reduction,perceived_vicarious_experience,-0.019125958009893525,concept_to_mechanism,All
dissonance_reduction,perceived_verbal_persuasion,0.002308848077689444,concept_to_mechanism,All
dissonance_reduction,perceived_emotional_arousal,0.013687975941679142,concept_to_mechanism,All
dissonance_reduction,perceived_honesty,0.026958306350953958,concept_to_mechanism,All
dissonance_reduction,perceived_performance_effect,-0.006697514118407837,concept_to_mechanism,All
dissonance_reduction,perceived_experience_effect,-0.07137567896386571,concept_to_mechanism,All
dissonance_reduction,perceived_ability,0.023651574390321135,concept_to_mechanism,All
performance_accomplishments,autonomy_need_satisfaction,-0.003001935899731873,concept_to_mechanism,All
performance_accomplishments,autonomy_need_frustration,-0.02216114505311091,concept_to_mechanism,All
performance_accomplishments,competence_need_satisfaction,0.06902199745357478,concept_to_mechanism,All
performance_accomplishments,competence_need_frustration,-0.08566488149548272,concept_to_mechanism,All
performance_accomplishments,relatedness_need_satisfaction,0.027931837916336005,concept_to_mechanism,All
performance_accomplishments,relatedness_need_frustration,-0.0014596955531509471,concept_to_mechanism,All
performance_accomplishments,cognitive_discomfort,-0.016907407371614138,concept_to_mechanism,All
performance_accomplishments,moral_disengagement,0.03555322308702868,concept_to_mechanism,All
performance_accomplishments,perceived_descriptive_norms,0.009915505773583196,concept_to_mechanism,All
performance_accomplishments,perceived_injunctive_norms,0.028712063500144904,concept_to_mechanism,All
performance_accomplishments,perceived_group_identification,-0.005935143844223444,concept_to_mechanism,All
performance_accomplishments,perceived_social_sanctions,-0.01801134197118174,concept_to_mechanism,All
performance_accomplishments,perceived_performance_accomplishments,0.07742212733654537,concept_to_mechanism,All
performance_accomplishments,perceived_vicarious_experience,0.06555798441642266,concept_to_mechanism,All
performance_accomplishments,perceived_verbal_persuasion,0.09662634733318078,concept_to_mechanism,All
performance_accomplishments,perceived_emotional_arousal,0.08690386855601062,concept_to_mechanism,All
performance_accomplishments,perceived_honesty,0.11553746143264698,concept_to_mechanism,All
performance_accomplishments,perceived_performance_effect,0.08076170125020803,concept_to_mechanism,All
performance_accomplishments,perceived_experience_effect,0.06327298952026185,concept_to_mechanism,All
performance_accomplishments,perceived_ability,0.012781940416991943,concept_to_mechanism,All
vicarious_experience,autonomy_need_satisfaction,-0.004492803981372758,concept_to_mechanism,All
vicarious_experience,autonomy_need_frustration,-0.03161940240313859,concept_to_mechanism,All
vicarious_experience,competence_need_satisfaction,0.0193396867079736,concept_to_mechanism,All
vicarious_experience,competence_need_frustration,-0.05155680088658736,concept_to_mechanism,All
vicarious_experience,relatedness_need_satisfaction,-0.008488704035194158,concept_to_mechanism,All
vicarious_experience,relatedness_need_frustration,-0.052458556088079276,concept_to_mechanism,All
vicarious_experience,cognitive_discomfort,-0.022410895230321904,concept_to_mechanism,All
vicarious_experience,moral_disengagement,0.02283110758733637,concept_to_mechanism,All
vicarious_experience,perceived_descriptive_norms,0.05009423177951075,concept_to_mechanism,All
vicarious_experience,perceived_injunctive_norms,0.036699641926715106,concept_to_mechanism,All
vicarious_experience,perceived_group_identification,-0.009314258624671591,concept_to_mechanism,All
vicarious_experience,perceived_social_sanctions,-0.015476390893158994,concept_to_mechanism,All
vicarious_experience,perceived_performance_accomplishments,0.059432660987459966,concept_to_mechanism,All
vicarious_experience,perceived_vicarious_experience,0.03728001544645759,concept_to_mechanism,All
vicarious_experience,perceived_verbal_persuasion,0.057186264670868875,concept_to_mechanism,All
vicarious_experience,perceived_emotional_arousal,0.06681260938370308,concept_to_mechanism,All
vicarious_experience,perceived_honesty,0.05632701692152538,concept_to_mechanism,All
vicarious_experience,perceived_performance_effect,0.05271546912576791,concept_to_mechanism,All
vicarious_experience,perceived_experience_effect,0.0061231204094171435,concept_to_mechanism,All
vicarious_experience,perceived_ability,0.011007873539841478,concept_to_mechanism,All
verbal_persuasion,autonomy_need_satisfaction,0.08388436945558514,concept_to_mechanism,All
verbal_persuasion,autonomy_need_frustration,-0.06801426140965675,concept_to_mechanism,All
verbal_persuasion,competence_need_satisfaction,0.07648231357836531,concept_to_mechanism,All
verbal_persuasion,competence_need_frustration,-0.07355039377621608,concept_to_mechanism,All
verbal_persuasion,relatedness_need_satisfaction,0.00047149673935236824,concept_to_mechanism,All
verbal_persuasion,relatedness_need_frustration,-0.05786783649961861,concept_to_mechanism,All
verbal_persuasion,cognitive_discomfort,-0.05000042891476854,concept_to_mechanism,All
verbal_persuasion,moral_disengagement,-0.02258039354526681,concept_to_mechanism,All
verbal_persuasion,perceived_descriptive_norms,0.0007077004452285156,concept_to_mechanism,All
verbal_persuasion,perceived_injunctive_norms,0.04282642671204936,concept_to_mechanism,All
verbal_persuasion,perceived_group_identification,-0.051864247602000264,concept_to_mechanism,All
verbal_persuasion,perceived_social_sanctions,-0.047546137087618026,concept_to_mechanism,All
verbal_persuasion,perceived_performance_accomplishments,0.06791508070355201,concept_to_mechanism,All
verbal_persuasion,perceived_vicarious_experience,0.055572499036863746,concept_to_mechanism,All
verbal_persuasion,perceived_verbal_persuasion,0.10330975022553153,concept_to_mechanism,All
verbal_persuasion,perceived_emotional_arousal,0.06840240020650387,concept_to_mechanism,All
verbal_persuasion,perceived_honesty,0.0518320324437776,concept_to_mechanism,All
verbal_persuasion,perceived_performance_effect,0.07252334644230572,concept_to_mechanism,All
verbal_persuasion,perceived_experience_effect,0.0800723884968268,concept_to_mechanism,All
verbal_persuasion,perceived_ability,0.026693381247978057,concept_to_mechanism,All
emotional_arousal,autonomy_need_satisfaction,0.006359039477424781,concept_to_mechanism,All
emotional_arousal,autonomy_need_frustration,-0.009783158792104084,concept_to_mechanism,All
emotional_arousal,competence_need_satisfaction,0.021326737169849005,concept_to_mechanism,All
emotional_arousal,competence_need_frustration,-0.0317382933375774,concept_to_mechanism,All
emotional_arousal,relatedness_need_satisfaction,0.04231069315722605,concept_to_mechanism,All
emotional_arousal,relatedness_need_frustration,0.010473816107131608,concept_to_mechanism,All
emotional_arousal,cognitive_discomfort,0.014927569665055656,concept_to_mechanism,All
emotional_arousal,moral_disengagement,0.0065844955485908395,concept_to_mechanism,All
emotional_arousal,perceived_descriptive_norms,0.026701963948353894,concept_to_mechanism,All
emotional_arousal,perceived_injunctive_norms,0.011837968384481753,concept_to_mechanism,All
emotional_arousal,perceived_group_identification,0.0030840612426951417,concept_to_mechanism,All
emotional_arousal,perceived_social_sanctions,-0.014470394099889957,concept_to_mechanism,All
emotional_arousal,perceived_performance_accomplishments,0.03918788943266565,concept_to_mechanism,All
emotional_arousal,perceived_vicarious_experience,0.046130493110337796,concept_to_mechanism,All
emotional_arousal,perceived_verbal_persuasion,0.054523306058899906,concept_to_mechanism,All
emotional_arousal,perceived_emotional_arousal,0.05050969370840045,concept_to_mechanism,All
emotional_arousal,perceived_honesty,0.056979025362193805,concept_to_mechanism,All
emotional_arousal,perceived_performance_effect,0.0402969044490955,concept_to_mechanism,All
emotional_arousal,perceived_experience_effect,0.004162563641998284,concept_to_mechanism,All
emotional_arousal,perceived_ability,0.031452384286063624,concept_to_mechanism,All
descriptive_norms,autonomy_need_satisfaction,0.04746473718052599,concept_to_mechanism,All
descriptive_norms,autonomy_need_frustration,-0.03098225544768443,concept_to_mechanism,All
descriptive_norms,competence_need_satisfaction,0.04341463963096352,concept_to_mechanism,All
descriptive_norms,competence_need_frustration,-0.04257733902447708,concept_to_mechanism,All
descriptive_norms,relatedness_need_satisfaction,0.03704798311119637,concept_to_mechanism,All
descriptive_norms,relatedness_need_frustration,-0.010325546269291445,concept_to_mechanism,All
descriptive_norms,cognitive_discomfort,0.0025728323704027082,concept_to_mechanism,All
descriptive_norms,moral_disengagement,0.018242468721012678,concept_to_mechanism,All
descriptive_norms,perceived_descriptive_norms,0.018495317543368004,concept_to_mechanism,All
descriptive_norms,perceived_injunctive_norms,0.017413412893068622,concept_to_mechanism,All
descriptive_norms,perceived_group_identification,-0.017360562669291136,concept_to_mechanism,All
descriptive_norms,perceived_social_sanctions,-0.0031700780337213246,concept_to_mechanism,All
descriptive_norms,perceived_performance_accomplishments,0.062361541512072405,concept_to_mechanism,All
descriptive_norms,perceived_vicarious_experience,0.01782216243447372,concept_to_mechanism,All
descriptive_norms,perceived_verbal_persuasion,0.04173324239145381,concept_to_mechanism,All
descriptive_norms,perceived_emotional_arousal,0.03893854846527556,concept_to_mechanism,All
descriptive_norms,perceived_honesty,0.05035478384017879,concept_to_mechanism,All
descriptive_norms,perceived_performance_effect,0.020227148023980773,concept_to_mechanism,All
descriptive_norms,perceived_experience_effect,-0.005542004715013842,concept_to_mechanism,All
descriptive_norms,perceived_ability,0.04882723605585491,concept_to_mechanism,All
injunctive_norms,autonomy_need_satisfaction,-0.002424401341097269,concept_to_mechanism,All
injunctive_norms,autonomy_need_frustration,0.0010637154517073757,concept_to_mechanism,All
injunctive_norms,competence_need_satisfaction,0.04948091121997739,concept_to_mechanism,All
injunctive_norms,competence_need_frustration,-0.0231887705142922,concept_to_mechanism,All
injunctive_norms,relatedness_need_satisfaction,-0.0013728512331080277,concept_to_mechanism,All
injunctive_norms,relatedness_need_frustration,0.041465190153718384,concept_to_mechanism,All
injunctive_norms,cognitive_discomfort,-0.0023855229655628286,concept_to_mechanism,All
injunctive_norms,moral_disengagement,0.03949013314021722,concept_to_mechanism,All
injunctive_norms,perceived_descriptive_norms,-0.01710984460430881,concept_to_mechanism,All
injunctive_norms,perceived_injunctive_norms,0.0008795658146324515,concept_to_mechanism,All
injunctive_norms,perceived_group_identification,-0.020302952085621353,concept_to_mechanism,All
injunctive_norms,perceived_social_sanctions,-0.0059178167097319575,concept_to_mechanism,All
injunctive_norms,perceived_performance_accomplishments,0.051622079991211996,concept_to_mechanism,All
injunctive_norms,perceived_vicarious_experience,0.0036362088877298264,concept_to_mechanism,All
injunctive_norms,perceived_verbal_persuasion,0.035351282916185306,concept_to_mechanism,All
injunctive_norms,perceived_emotional_arousal,0.029617270502441784,concept_to_mechanism,All
injunctive_norms,perceived_honesty,0.048939020190165224,concept_to_mechanism,All
injunctive_norms,perceived_performance_effect,-0.025956410426158566,concept_to_mechanism,All
injunctive_norms,perceived_experience_effect,-0.056650133231749576,concept_to_mechanism,All
injunctive_norms,perceived_ability,0.004208151701216455,concept_to_mechanism,All
social_sanctions,autonomy_need_satisfaction,0.025741150203481326,concept_to_mechanism,All
social_sanctions,autonomy_need_frustration,-0.00945235635994015,concept_to_mechanism,All
social_sanctions,competence_need_satisfaction,0.03925922720396371,concept_to_mechanism,All
social_sanctions,competence_need_frustration,-0.058464552417167706,concept_to_mechanism,All
social_sanctions,relatedness_need_satisfaction,-0.009802146224443196,concept_to_mechanism,All
social_sanctions,relatedness_need_frustration,-0.011329817875349604,concept_to_mechanism,All
social_sanctions,cognitive_discomfort,-0.0016135143142461694,concept_to_mechanism,All
social_sanctions,moral_disengagement,0.0028119843866511104,concept_to_mechanism,All
social_sanctions,perceived_descriptive_norms,0.020652604373098415,concept_to_mechanism,All
social_sanctions,perceived_injunctive_norms,0.039346572302364234,concept_to_mechanism,All
social_sanctions,perceived_group_identification,-0.011407986147403988,concept_to_mechanism,All
social_sanctions,perceived_social_sanctions,0.027889588588123727,concept_to_mechanism,All
social_sanctions,perceived_performance_accomplishments,0.05640509959541255,concept_to_mechanism,All
social_sanctions,perceived_vicarious_experience,-0.0058657408721817005,concept_to_mechanism,All
social_sanctions,perceived_verbal_persuasion,0.036660043939035124,concept_to_mechanism,All
social_sanctions,perceived_emotional_arousal,0.009902476782805269,concept_to_mechanism,All
social_sanctions,perceived_honesty,0.07528358492898933,concept_to_mechanism,All
social_sanctions,perceived_performance_effect,-0.004760737096175859,concept_to_mechanism,All
social_sanctions,perceived_experience_effect,0.01001099819450359,concept_to_mechanism,All
social_sanctions,perceived_ability,0.0470406372994191,concept_to_mechanism,All
reference_group_identification,autonomy_need_satisfaction,0.018421426829763384,concept_to_mechanism,All
reference_group_identification,autonomy_need_frustration,-0.01581022377602779,concept_to_mechanism,All
reference_group_identification,competence_need_satisfaction,0.02697549913997093,concept_to_mechanism,All
reference_group_identification,competence_need_frustration,-0.024270662740406426,concept_to_mechanism,All
reference_group_identification,relatedness_need_satisfaction,-0.008189427072839879,concept_to_mechanism,All
reference_group_identification,relatedness_need_frustration,-0.0043507377714205155,concept_to_mechanism,All
reference_group_identification,cognitive_discomfort,-0.017311725729041324,concept_to_mechanism,All
reference_group_identification,moral_disengagement,0.01844485507135092,concept_to_mechanism,All
reference_group_identification,perceived_descriptive_norms,0.023605425632788835,concept_to_mechanism,All
reference_group_identification,perceived_injunctive_norms,0.016058820012488227,concept_to_mechanism,All
reference_group_identification,perceived_group_identification,-0.02127849708020372,concept_to_mechanism,All
reference_group_identification,perceived_social_sanctions,-0.017222548924875295,concept_to_mechanism,All
reference_group_identification,perceived_performance_accomplishments,0.050161055005009024,concept_to_mechanism,All
reference_group_identification,perceived_vicarious_experience,-0.006728767641411369,concept_to_mechanism,All
reference_group_identification,perceived_verbal_persuasion,0.03900876881763717,concept_to_mechanism,All
reference_group_identification,perceived_emotional_arousal,0.048717617419062664,concept_to_mechanism,All
reference_group_identification,perceived_honesty,0.03903120552639326,concept_to_mechanism,All
reference_group_identification,perceived_performance_effect,-0.014302008848073342,concept_to_mechanism,All
reference_group_identification,perceived_experience_effect,-0.07443917904633965,concept_to_mechanism,All
reference_group_identification,perceived_ability,0.023100963193005745,concept_to_mechanism,All
autonomy_need_satisfaction,autonomy_need_frustration,-0.3553174280860075,mechanism_to_mechanism,All
autonomy_need_satisfaction,competence_need_satisfaction,0.3512360979288034,mechanism_to_mechanism,All
autonomy_need_satisfaction,competence_need_frustration,-0.14810343925657876,mechanism_to_mechanism,All
autonomy_need_satisfaction,relatedness_need_satisfaction,0.25441872003528077,mechanism_to_mechanism,All
autonomy_need_satisfaction,relatedness_need_frustration,-0.1254865267119898,mechanism_to_mechanism,All
autonomy_need_satisfaction,cognitive_discomfort,-0.25504327958778583,mechanism_to_mechanism,All
autonomy_need_satisfaction,moral_disengagement,0.05576939063341131,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_descriptive_norms,0.19426809428890543,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_injunctive_norms,0.22979140769484227,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_group_identification,0.13390192586441027,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_social_sanctions,0.07793734261238382,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_performance_accomplishments,0.19021225918264056,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_vicarious_experience,0.14687559716967943,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_verbal_persuasion,0.19794686457245952,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_emotional_arousal,0.1815748298042965,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_honesty,0.009313294676529273,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_performance_effect,0.08790495463208862,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_experience_effect,0.10488569892729542,mechanism_to_mechanism,All
autonomy_need_satisfaction,perceived_ability,0.045744286676781404,mechanism_to_mechanism,All
autonomy_need_frustration,competence_need_satisfaction,-0.169007459146333,mechanism_to_mechanism,All
autonomy_need_frustration,competence_need_frustration,0.4842505182592462,mechanism_to_mechanism,All
autonomy_need_frustration,relatedness_need_satisfaction,0.045424813784227636,mechanism_to_mechanism,All
autonomy_need_frustration,relatedness_need_frustration,0.42752878968740204,mechanism_to_mechanism,All
autonomy_need_frustration,cognitive_discomfort,0.36834162287852595,mechanism_to_mechanism,All
autonomy_need_frustration,moral_disengagement,0.10955964761788196,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_descriptive_norms,0.10562294791604981,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_injunctive_norms,-0.02278326559395671,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_group_identification,0.14663004725948597,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_social_sanctions,0.20946122026738476,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_performance_accomplishments,-0.048572977406581445,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_vicarious_experience,0.020889577829138785,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_verbal_persuasion,0.014101296304207566,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_emotional_arousal,0.02577015159106583,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_honesty,0.10845097262558198,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_performance_effect,0.015583509007813202,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_experience_effect,-0.02207812517070695,mechanism_to_mechanism,All
autonomy_need_frustration,perceived_ability,-0.013794799188612955,mechanism_to_mechanism,All
competence_need_satisfaction,competence_need_frustration,-0.4413083739121516,mechanism_to_mechanism,All
competence_need_satisfaction,relatedness_need_satisfaction,0.384722370609893,mechanism_to_mechanism,All
competence_need_satisfaction,relatedness_need_frustration,-0.1977967816464575,mechanism_to_mechanism,All
competence_need_satisfaction,cognitive_discomfort,-0.19817652333231733,mechanism_to_mechanism,All
competence_need_satisfaction,moral_disengagement,0.04271422509096661,mechanism_to_mechanism,All
competence_need_satisfaction,perceived_descriptive_norms,0.25687890668475455,mechanism_to_mechanism,All
competence_need_satisfaction,perceived_injunctive_norms,0.3570536630332309,mechanism_to_mechanism,All
competence_need_satisfaction,perceived_group_identification,0.2654797552789238,mechanism_to_mechanism,All
